101010010012054030102222411010120611  61014105051
10101001001205403010331115101011061       92
10101001001205403010432095101011049
10101001001205403010531045101
10101001001205403010631025101
10101001001205403010732005101
20101001001205403011135031000665250007
301010010012054030120001215Lisa                1
10101003001108603110112784221012111       9203010
10101003001108603110232564101032111       9203030
10101003001108603110352235101012111       9200000
10101003001108603110452195101032081       9200000
10101003001108603110552135101031091       9200000
10101003001108603110651045201
20101003001108603111125012000522250006
301010030011086031120001218Bart                1
101010020012108032101112711010120411  610131
101010020012108032102221612010120411  61013101010
10101002001210803210332015101
101010020012108032104424341010120421  92014113070
10101002001210803210552155101012002       9200000
10101002001210803210652115101012002       9299999
10101002001210803210752085101012009
10101002001210803210852025101
20101002001210803211135021000665250008
301010020012108032120001222Lisa                1
101010030011056033101113911210121311  936031
10101003001105603310222291201012081       9203030
10101003001105603310331065101012009
10101003001105603310432055101019999
10101003001105603310531025101
20101003001105603311125012000544250005
301010030011056033120001220Lisa                1
101010020011006034101114212010121111  910021
10101002001100603410222351101032081       9207060
10101002001100603410331185101011091       92
10101002001100603410431165101011061       92
10101002001100603410531145101011041       92
10101002001100603410632095101011039
10101002001100603410731125101011021       92
10101002001100603410832025101
20101002001100603412123061000522250008
301010020011006034120001215Maggie              1
301010020011045035120001217Maggie              4
301010020011052036120001228Bart                4
20101002001105503711129  4        0000
301010020011055037120001220Maggie              1
101010030011017038101115211010120911  517521
10101003001101703810222541101012131       9213130
10101003001101703810331265101012131       92
10101003001101703810431255101012131       92
10101003001101703810531235101011131       92
10101003001101703810631225101011131       92
10101003001101703810731205101012111       92
10101003001101703810831195101011111       92
10101003001101703810932165101011121       9200000
10101003001101703811031155101011111       92
10101003001101703811131135101011101       92
10101003001101703811231115121011061       92
10101003001101703811332281101012151       9200000
10101003001101703811452045101
10101003001101703811552145101011091       9200000
10101003001101703811651045101
101010030011017038117614912010120611  8360 1
10101003001101703811861075101011029
20101003001101703812121033000111140018
301010030011017038120001226Bart                1
10101002001204703910112624201012032       9210050
101010020012047039102312711010121111  610131
10101002001204703910352175101012051       9200000
10101002001204703910452115101011041       9299999
10101002001204703910551075101011029
20101002001204703911125021000665250005
301010020012047039120001219Maggie              1
101010010011049040101124321010120611  61013102020
10101001001104904010262225101012111       9201010
101010010011049040103613911220420311  610131
10101001001104904010462241101012111       9202020
10101001001104904010562145101012021       9200000
10101001001104904010662035101
101010010011049040107613552010121311  610131
20101001001104904011121031000455340007
301010010011049040120001220Bart                1
301010020011092041120001224Lisa                3
301010010011102042120001226Lisa                4
101010020011054043101115412010521111  827521
10101002001105404310222521201052111       9201010
10101002001105404310332125101011081       9200000
10101002001105404310451205101051131       92
10101002001105404310551235101011141       92
10101002001105404310661301301072002       92
20101002001105404311123022000522140006
301010020011054043120001219Lisa                1
301010010012060044120001218Lisa                4
101010010011073045101115212210121011  830021
101010010011073045102224012010120611  52003104040
101010010011073045103312151010120611  520041
101010010011073045104311551010120021  520041
20101001001107304511125012000662250004
301010010011073045120001219Bart                1
301010030011057046120001219Bart                3
301010030012108047120001224Lisa                4
301010010012111048120001224Maggie              3
301010020011128049120001226Lisa                3
10101002001118805010112405101012111       9201000
20101002001118805011123011000522250001
301010020011188050120001227Lisa                1
10101002001109605110112764201012061       9205050
10101002001109605110251145101011101       92
20101002001109605111123031000555250002
301010020011096051120001228Maggie              1
101010030011138052101113412010120511  610131
101010030011138052102223312010120411  61013102020
101010030011138052103321551010120511  61014100000
101010030011138052104311451010120411  610141
20101003001113805211134041000664250004
301010030011138052120001215Bart                1
101010020012032053101113112010120021  610131
101010020012032053102222511010120511  61013104040
10101002001203205310332085101012009
10101002001203205310432065101012009
10101002001203205310531045101
10101002001203205310631025101
20101002001203205311135031000665250006
301010020012032053120001222Lisa                1
20101002001205405411139  4        0000
301010020012054054120001227Lisa                1
101010020011011055101116312010120311  610131
101010020011011055102224612010120021  61013100000
20101002001101105511135041000665250002
301010020011011055120001219Lisa                1
101010010012048056101114912010120021  610131
101010010012048056102224312010120021  61013102011
101010010012048056103312711010120021  610131
101010010012048056104322611010120021  61013104041
10101001001204805610552075101011029
10101001001204805610651025101
10101001001204805610751045101
10101001001204805610851015101
10101001001204805610952005101
20101001001204805611135021000665250009
301010010012048056120001227Bart                1
301010030012129057120001216Lisa                4
101010030012019058101114411010121111  610131
101010030012019058102223311010120511  61013103021
10101003001201905810331055101019999
10101003001201905810432005101
20101003001201905812135011000455250004
301010030012019058120001227Lisa                1
101010020022120059101112411010120611  610131
101010020022120059102222312010121111  61013103020
10101002002212005910331035101
20101002002212005911135021000956270003
301010020022120059120001220Bart                1
101010020022030060101113012010120311  610131
101010020022030060102222711010120021  74203103031
10101002002203006010331055101019999
10101002002203006010432025101
10101002002203006010531005101
20101002002203006011135021000665250005
301010020022030060120001228Lisa                1
301010020022052061120001223Lisa                2
301010020022099062120001216Lisa                4
101010030022102063101113812010120511  610131
101010030022102063102223611010120611  61013109060
10101003002210206310331165101011111       92
101010030022102063104311411010120611  610131
101010030022102063105321511010120311  61013100000
10101003002210206310632135101011051       9200000
10101003002210206310732115101011051       9299999
10101003002210206310832045101
10101003002210206310931015101
10101003002210206311041814221012111       92
20101003002210206311135011000665250010
301010030022102063120001219Maggie              1
301010020021085064120001226Bart                4
20101002002102206511129  4        0000
301010020021022065120001223Maggie              1
101010020022042066101112211010120611  610131
101010020022042066102222111010120611  92014104031
10101002002204206610331035101
10101002002204206610432015101
10101002002204206610531005101
20101002002204206611135021000665250005
301010020022042066120001217Lisa                1
101010020022113067101114112010120511  610131
101010020022113067102224511010121011  61013108060
101010020022113067103322051010121311  61013101010
101010020022113067104311751010120611  610131
10101002002211306710532135101011101       9200000
10101002002211306710632075101011029
10101002002211306710751025101
20101002002211306712135011000665250007
301010020022113067120001215Bart                1
101010020021031068101113911710621111  017531
10101002002103106810222351171012111       9203031
10101002002103106810332105101011051       9299999
10101002002103106810431075101011049
10101002002103106810532005101
10101002002103106810651055171069999
20101002002103106812121023000421140006
301010020021031068120001219Lisa                1
301010010022076069120001229Bart                2
301010010021124070120001225Bart                3
101010020021032071101124311010120511  61013108080
101010020021032071102311651010120611  610031
101010020021032071103311451010110511  610031
10101002002103207110431095101011049
10101002002103207110531085101011049
10101002002103207110631251101012002       92
10101002002103207110731065101012019
101010020021032071108212511010121111  6100 1
10101002002103207110952055101019999
10101002002103207111051035101
10101002002103207111152015101
101010020021032071112321851010120611  61003101010
10101002002103207111351015101
20101002002103207111135061000665250013
301010020021032071120001229Bart                1
101010010021172072101113612010121211  836021
10101001002117207210222341101012131       9200000
20101001002117207211123021000222110002
301010010021172072120001224Lisa                1
101010020021017073101115712710121311  417521
10101002002101707310222471201012061       9205050
10101002002101707310332225101012111       9200000
10101002002101707310431195101011131       92
10101002002101707310532175101011091       9200000
10101002002101707310631105101011051       92
20101002002101707312121033000111140006
301010020021017073120001228Lisa                1
10101003002102507410112301201012061       9203030
10101003002102507410231105101012051       92
10101003002102507410331085101011039
10101003002102507410432045101
20101003002102507412123021000522250004
301010030021025074120001226Lisa                1
301010020021099075120001229Bart                3
101010020021125076101115312010121111  249121
101010020021125076102223611010121211  23802105030
10101002002112507610331175201011111       92
10101002002112507610432115101011061       9299999
10101002002112507610532085101011049
10101002002112507610631065101011029
20101002002112507611521043000522250006
301010020021125076120001226Lisa                1
101010020021142077101112011010121311  930021
10101002002114207710222201101012061       9201010
20101002002114207711325013000922240002
301010020021142077120001228Maggie              1
101010020021034078101123251010120611  52523104041
10101002002103407810232095101012009
10101002002103407810331085101012009
10101002002103407810431065101012009
101010020021034078105522351010120511  52524101010
10101002002103407810651025101
20101002002103407812135012000662250006
301010020021034078120001227Lisa                1
301010020021060079120001226Lisa                2
10101003002118608010111251101012111       92
10101003002118608010222221101012111       9203020
10101003002118608010332025101
10101003002118608010432015101
20101003002118608011121021000522240004
301010030021186080120001221Bart                1
10101002002106308110112604222012061       9211100
10101002002106308110231325122012061       92
10101002002106308110332255101012141       9200000
10101002002106308110432235101011131       9200000
10101002002106308110532215101011131       9200000
101010020021063081106323011010721511  32852100000
20101002002106308111123042000556340006
301010020021063081120001215Bart                1
20101001002205508211139  4        0000
301010010022055082120001225Maggie              1
101010010022015083101113711010120411  610131
101010010022015083102223711010120511  61013106060
101010010022015083103322251010120311  61013100000
101010010022015083104322051010120511  92014100000
101010010022015083105321851010120511  92014100000
101010010022015083106321651010120411  92014100000
10101001002201508310731115101012051       92
10101001002201508310831035101
20101001002201508311135011000666250008
301010010022015083120001220Maggie              1
101010010022138084101123742010120311  61013104030
10101001002213808410231085101012009
101010010022138084103311411010120021  610141
10101001002213808410431045101
10101001002213808410532035101
10101001002213808410631025101
10101001002213808410731025301
101010010022138084108523122010120021  61014103010
101010010022138084109522921010120411  61014106050
20101001002213808411135031000665250009
301010010022138084120001229Lisa                1
101010020022124085101115212010120511  610131
101010020022124085102223412010120411  61013102010
10101002002212408510331085101011039
20101002002212408511135031000666250003
301010020022124085120001215Bart                1
101010020022056086101114111010121111  610131
101010020022056086102222411010120311  61013104031
10101002002205608610331045101
10101002002205608610432025101
10101002002205608610531005101
20101002002205608611135021000522250005
301010020022056086120001218Bart                1
101010030021097087101113112010120611  610131
101010030021097087102223511010120311  61013108081
10101003002109708710331095101011029
10101003002109708710432075101012009
10101003002109708710532065101012009
10101003002109708710631055101019999
10101003002109708710732035101
10101003002109708710831005101
20101003002109708711135061000665250008
301010030021097087120001226Bart                1
101010030022059088101123721010120411  61013104040
101010030022059088102321851010120311  61013100000
10101003002205908810331055101019999
20101003002205908811155011000665250003
301010030022059088120001221Maggie              1
101010010022106089101116012010120511  610131
101010010022106089102226012010120511  61013100000
101010010022106089103311551010120411  920141
101010010022106089104321651010120311  92014100000
20101001002210608911135021000455250004
301010010022106089120001229Lisa                1
101010020021008090101113912010120611  610131
101010020021008090102222711010120511  61013108080
101010020021008090103312051010120511  610131
101010020021008090104321451010120411  61014100000
10101002002100809010531105101011041       92
10101002002100809010632065101011029
10101002002100809010731035101
10101002002100809010831015101
10101002002100809010931005101
10101002002100809011032225101012002       9204040
10101002002100809011152015101
20101002002100809011135021000666250011
301010020021008090120001222Maggie              1
101010030021053091101124911010220611  52003102020
101010030021053091102213011010221211  520031
10101003002105309110331165101011101       92
10101003002105309110452375101022131       9200000
10101003002105309110552115101012002       9299999
10101003002105309110651095101021049
10101003002105309110752592301072002       9202020
10101003002105309110852342301072002       9208080
10101003002105309110952205301072002       9200000
10101003002105309111052205301072002       9200000
20101003002105309112121032000522140010
301010030021053091120001229Lisa                1
10101001002102309210111801201012031       92
10101001002102309210222661201012002       9204040
10101001002102309210332165101011121       9200000
20101001002102309211123041000222150003
301010010021023092120001218Lisa                1
101010010021031093101114111010121011  341521
10101001002103109310222351101022131       9202020
10101001002103109310331175101011111       92
20101001002103109311123022000421140003
301010010021031093120001218Lisa                1
101010030022043094101113011010121011  610131
101010030022043094102222811010120611  92014103030
10101003002204309410332035101
10101003002204309410431015101
20101003002204309411135021000666250004
301010030022043094120001226Lisa                1
101010030022077095101114511010120611  610131
10101003002207709510222451101012041       9207070
10101003002207709510332195101012051       9200000
10101003002207709510431095101011029
101010030022077095105512721010121211  610131
10101003002207709510632015101
20101003002207709511135011000665250006
301010030022077095120001226Lisa                1
101010010021125096101114612010321311  347521
101010010021125096102224612010321111  51852107070
10101001002112509610332185101011131       9200000
10101001002112509610431155101011101       92
10101001002112509610531145101011101       92
10101001002112509610631115101011041       92
101010010021125096107621651010120811  91952100000
20101001002112509611123031000111140007
301010010021125096120001226Bart                1
101010010021033097101113811010121311  610131
101010010021033097102223411010121211  61003104040
10101001002103309710331125101011051       92
10101001002103309710431095101011049
10101001002103309710532025101
20101001002103309711135061000665250005
301010010021033097120001222Bart                1
301010010021173098120001215Bart                3
101010010021017099101114411010221311  217521
101010010021017099102224311010221211  2380 103030
10101001002101709910331165171021111       92
10101001002101709910431145171022111       92
10101001002101709910531085101021059
10101001002101709910651155101011061       92
20101001002101709912121033000111140006
301010010021017099120001215Lisa                1
101010030021026100101112211010121011  240031
10101003002102610010222251101012131       9201010
10101003002102610010332045101
20101003002102610011121022000522140003
301010030021026100120001217Maggie              1
10101001002112610110112755201012041       9200000
10101001002112610110252185201032111       9200000
10101001002112610110352155201021101       9200000
10101001002112610110452125201021081       9200000
10101001002112610110552115201011061       9299999
10101001002112610110651085201011049
20101001002112610111125023000521350006
301010010021126101120001226Lisa                1
101010030021142102101113011010120611  520031
101010030021142102102222611010120021  52003108071
101010030021142102103321651010120021  52004100000
101010030021142102104311451010120021  520041
10101003002114210210531085101011049
10101003002114210210632065101011039
10101003002114210210731045101
10101003002114210210831025101
10101003002114210210931005101
101010030021142102110426022010120021  74003114110
20101003002114210212325013000662240010
301010030021142102120001217Lisa                1
301010020021061103120001217Lisa                2
101010010021186104101125852010120411  61013100000
10101001002118610410251135201011091       92
20101001002118610412123021000522340002
301010010021186104120001228Lisa                1
10101001002106410510111691201012111       92
10101001002106410510222591201012061       9204030
10101001002106410510331255101011141       92
20101001002106410511323023000422340003
301010010021064105120001221Bart                1
101010010022016106101116512010120021  610131
101010010022016106102225712010120021  61013112010
10101001002201610610332155101012031       9200000
10101001002201610610451085101012009
20101001002201610611135021000666250004
301010010022016106120001216Lisa                1
301010030022115107120001219Bart                3
101010030022057108101125942010120221  61013112110
101010030022057108102322151010120021  61013100000
10101003002205710810351025101
101010030022057108104312011010120611  610141
101010030022057108105521711010120021  61014100000
20101003002205710811133041000522250005
301010030022057108120001215Lisa                1
101010030022045109101113111010120021  610131
101010030022045109102223011010120311  61013104040
101010030022045109103321351010120021  61013100000
10101003002204510910431075101011029
10101003002204510910531055101019999
10101003002204510910631025101
20101003002204510911125061000666250006
301010030022045109120001217Lisa                1
101010030021098110101112712010120411  610131
101010030021098110102222511010120411  61013104030
10101003002109811010331065101012009
10101003002109811010431045101
10101003002109811010531025101
101010030021098110106511652010120411  610131
20101003002109811011135041000665250006
301010030021098110120001224Bart                1
101010010022139111101115512010120021  610131
101010010022139111102224012010120511  61013106060
101010010022139111103311851010120511  610131
10101001002213911110432105101012002       9299999
10101001002213911110531085101012009
10101001002213911110632015101
101010010022139111107312611010120511  610131
101010010022139111108322211010120021  61013103020
10101001002213911110952015101
20101001002213911111135011000665250009
301010010022139111120001225Bart                1
101010010021020112101112751010121311  932921
10101001002102011210242534201012111       9213130
101010010021020112103322451010121311  61013100000
101010010021020112104312251010121211  610131
101010010021020112105312051010121111  610131
10101001002102011210632175101011111       9200000
10101001002102011210732145101011101       9200000
20101001002102011211125031000222250007
301010010021020112120001229Lisa                1
301010030021086113120001218Maggie              3
101010010022111114101125722010120511  61013111080
101010010022111114102312051010120021  610131
10101001002211111410331135101011031       92
20101001002211111412135011000665250003
301010010022111114120001216Lisa                6
101010020021012115101113511010120021  610131
101010020021012115102223111010120021  61013100000
101010020021012115103322051010120511  61013102020
10101002002101211510432085101012009
10101002002101211510552005101
101010020021012115106524751010120021  61013100000
20101002002101211511135041000666250006
301010020021012115120001227Maggie              1
301010030021056116120001215Lisa                5
301010030022073117120001219Bart                4
20101002002100711811129  4        0000
301010020021007118120001228Bart                6
101010010021042119101126022010120311  61013116090
101010010021042119102322051010120511  61014100000
10101001002104211910351045201
10101001002104211910452025201
20101001002104211911134061000664250004
301010010021042119120001221Bart                1
301010010021053120120001228Lisa                4
101010030022109121101121651010120021  74203100000
20101003002210912111135011000665250001
301010030022109121120001222Bart                1
101010020021023122101116812010120611  714531
101010020021023122102224011010120511  74203100000
10101002002102312210332105101011061       9299999
20101002002102312211123041000422240003
301010020021023122120001220Bart                1
101010020022047123101113111010121311  610131
101010020022047123102223111010121111  61013103031
10101002002204712310331025101
10101002002204712310432005101
20101002002204712312125021000665250004
301010020022047123120001219Lisa                1
301010020031050124120001228Lisa                5
20101001003109212511129  4        0000
301010010031092125120001222Bart                1
101010030031103126101123612010120111  61013107050
10101003003110312610231035101
10101003003110312610332015101
20101003003110312611135021000956670003
301010030031103126120001222Lisa                1
10101001003105412710111421101011171       92
101010010031054127102222712010221311  51002102020
10101001003105412710332165101011111       9200000
10101001003105412710431145101011101       92
10101001003105412710532115101011061       9299999
10101001003105412710632105101011061       9299999
10101001003105412710732085101011049
10101001003105412710832075101011039
10101001003105412710931035101
10101001003105412711031025101
10101001003105412711152255201011131       9200000
101010010031054127112512152010121311  918021
10101001003105412711352185101012111       9200000
101010010031054127114622052010120611  91002100000
20101001003105412712123012000522110014
301010010031054127120001218Lisa                1
101010020032060128101115412010120611  610131
101010020032060128102224612010120811  61014104040
10101002003206012810332175101011111       9200000
10101002003206012810431065101011039
101010020032060128105512112010120611  610131
101010020032060128106521911010120911  92014101011
10101002003206012810751005101
20101002003206012812135061000455260007
301010020032060128120001218Maggie              1
101010010031073129101113312010121311  525221
10101001003107312910222321101012061       9201010
20101001003107312912125012000522240002
301010010031073129120001222Maggie              1
101010010031033130101125042010120611  91852108080
10101001003103313010232165121012061       9200000
10101001003103313010332135101011061       9200000
10101001003103313010452055101019999
10101001003103313010532245301072002       9200000
20101001003103313012121022000522140005
301010010031033130120001228Bart                1
101010030031115131101113412010121111  910021
101010030031115131102223311010120311  74203103030
10101003003111513110331025101
20101003003111513111164012000522240003
301010030031115131120001225Lisa                1
301010010031128132120001218Bart                5
101010030031096133101113711010121211  610131
101010030031096133102223012010121211  93292102020
10101003003109613310331115101011061       92
10101003003109613310431095101011059
20101003003109613312121011000555240004
301010030031096133120001227Maggie              6
101010030031139134101115812010120611  610131
101010030031139134102225812010120511  74203110100
101010030031139134103323641010120511  74204106060
101010030031139134104511851010120411  610141
101010030031139134105521551010120511  74204100000
10101003003113913410651095101011039
101010030031139134107322751010120411  74204102020
10101003003113913410852155101011022       9200000
10101003003113913410951035101
101010030031139134110312651010120221  610141
101010030031139134111312051010120221  610141
10101003003113913411231055101019999
10101003003113913411332045101
20101003003113913411134041000665250013
301010030031139134120001224Lisa                1
101010010032055135101113651010121711  017521
20101001003205513511135012000455240001
301010010032055135120001219Bart                1
101010020032049136101113321010120021  610131
101010020032049136102511551010120021  610131
101010020032049136103522511010120021  61013104040
101010020032049136104521611010120021  61013100000
10101002003204913610551095101012009
20101002003204913611135021000665250005
301010020032049136120001227Maggie              1
10101003003213013710111611201012131       92
10101003003213013710222571221012101       9210100
10101003003213013710332125101011091       9200000
101010030032130137104313221010121211  920141
10101003003213013710551055101019999
10101003003213013710652035101
10101003003213013710752015101
10101003003213013710851025101
101010030032130137109312411010121111  610131
10101003003213013711032251101012011       9202021
10101003003213013711152005101
10101003003213013711251005101
20101003003213013711131041000455250012
301010030032130137120001217Maggie              1
301010010032020138120001216Lisa                3
101010010032121139101112811010120611  610131
101010010032121139102222611010120611  92014105050
10101001003212113910331085101012009
10101001003212113910432045101
10101001003212113910532015101
20101001003212113911135041000666250005
301010010032121139120001220Bart                1
101010030032031140101113612010120611  610131
101010030032031140102223211010120411  7420 105050
101010030032031140103321451010120411  7420 100000
101010030032031140104311151010120411  920141
10101003003203114010532095101012009
10101003003203114010631065101012009
10101003003203114010732035101
20101003003203114011135011000665250007
301010030032031140120001217Maggie              1
101010020032053141101114011010120511  610131
101010020032053141102223712010120111  74173110080
101010020032053141103311951010121111  610141
10101002003205314110431165101011101       92
10101002003205314110532125101011081       9200000
10101002003205314110632105101011051       9299999
10101002003205314110731075101011069
10101002003205314110831075101011069
10101002003205314110931055101019999
10101002003205314111032035101
10101002003205314111131015101
10101002003205314111242674201012002       9206060
101010020032053141113524751010120811  61013100000
20101002003205314111135021000422250013
301010020032053141120001226Bart                1
101010010032100142101113411010120611  610131
101010010032100142102224212010120611  61013103020
101010010032100142103311351010120611  610131
10101001003210014210432105101012002       9299999
20101001003210014211135011000665250004
301010010032100142120001226Lisa                1
101010020031085143101115212010120411  610131
101010020031085143102226511010120021  61013103000
101010020031085143103321452010120411  61013100000
20101002003108514312135021000665240003
301010020031085143120001229Lisa                1
101010010031024144101115112210121211  347521
101010010031024144102224512010121211  41752106060
101010010031024144103312051010111311  417521
10101001003102414410431195101011131       92
10101001003102414410532185101011131       9200000
10101001003102414410631175101011121       92
10101001003102414410732145101011111       9200000
10101001003102414410831135101011091       92
20101001003102414411123041000222150008
301010010031024144120001223Bart                1
101010030032036145101126742010120021  61013110070
101010030032036145102313851010120611  610131
101010030032036145103323651010120411  74203107050
101010030032036145104313251010120511  610131
101010030032036145105313151010120511  610131
101010030032036145106512251010120021  610131
101010030032036145107511951010120021  610131
101010030032036145108521551010120311  74203100000
101010030032036145109511451010120311  742041
10101003003203614511052055101019999
20101003003203614511133011000665250010
301010030032036145120001220Maggie              1
101010010032052146101116111010120511  610131
101010010032052146102226311010120911  61014102020
10101001003205214610331165101011121       92
10101001003205214610431145101011111       92
20101001003205214611123031000455250004
301010010032052146120001227Bart                1
10101003003108414710111501222012131       92
10101003003108414710222491201012131       9200000
10101003003108414710352255101011131       9200000
10101003003108414710452225101011141       9200000
10101003003108414710551215101011131       92
20101003003108414711121022000422340005
301010030031084147120001227Lisa                1
101010020031100148101112412010120611  2400 1
101010020031100148102222111010120611  2400 102021
10101002003110014810331035101
10101002003110014810431005101
10101002003110014810551145101011091       92
10101002003110014810662115101012051       9299999
20101002003110014811121021000522240006
301010020031100148120001228Lisa                1
301010010032046149120001223Maggie              4
101010010031054150101114912010121011  517521
10101001003105415010222481101012111       9203010
10101001003105415010332165101011101       9200000
20101001003105415011121021000434140003
301010010031054150120001221Maggie              1
101010030031083151101113712010120411  611031
101010030031083151102223112010120311  61013105041
10101003003108315110332085101012009
10101003003108315110432055101019999
10101003003108315110532035101
10101003003108315110631005101
101010030031083151107312011010120411  920141
101010030031083151108521511010120611  92013101010
10101003003108315110951005101
20101003003108315111135021000665250009
301010030031083151120001226Bart                1
101010020032107152101116012010120411  610131
101010020032107152102225812010120021  61013106040
20101002003210715211135011000665250002
301010020032107152120001223Lisa                1
101010020031128153101114211010221311  017541
10101002003112815310222281121022131       9200000
101010020031128153103612151010120911  919521
10101002003112815310452155321072002       9200000
10101002003112815310551145321072002       92
20101002003112815312121022000534140005
301010020031128153120001227Lisa                1
10101002003100615410112382101022101       9205020
10101002003100615410232165101011101       9200000
10101002003100615410331135101011081       92
10101002003100615410451295101011141       92
20101002003100615411123023000522240004
301010020031006154120001229Maggie              1
101010030031043155101126042010120411  61013100000
101010030031043155102517212010120411  610131
101010030031043155103524112010120311  61014107070
101010030031043155104511851010120511  610141
101010030031043155105511651010120411  610141
101010030031043155106521251010120311  61014100000
10101003003104315510752095101012009
10101003003104315510852045101
101010030031043155109512252010120511  610141
20101003003104315511124031000664250009
301010030031043155120001219Maggie              1
101010020031046156101113812010120211  610131
101010020031046156102222811010120311  61013104030
101010020031046156103311051010120411  610141
10101002003104615610431065101012009
10101002003104615610531025101
20101002003104615611134021000664250005
301010020031046156120001217Lisa                1
101010010031054157101123341010120611  74203102010
10101001003105415710232065101011029
20101001003105415712125011000665250002
301010010031054157120001222Bart                1
